title,img_src,link,author,publisher,price
뿌리 없는 별들,https://bookthumb-phinf.pstatic.net/cover/163/439/16343972.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343972, 은림,알마,"10,800원(-10%)"
오만과 편견(풀컬러 일러스트 에디션)(아르볼 N클래식)(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/435/16343504.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343504, 제인 오스틴,지학사 아르볼,"22,500원(-10%)"
그들이 가지고 다닌 것들,https://bookthumb-phinf.pstatic.net/cover/163/422/16342214.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342214, 팀 오브라이언,섬과달,"12,600원(-10%)"
초판본 걸리버 여행기,https://bookthumb-phinf.pstatic.net/cover/163/388/16338832.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338832, 조너선 스위프트,더스토리,"9,900원(-10%)"
우주아이돌 해방작전,https://bookthumb-phinf.pstatic.net/cover/163/453/16345363.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345363, 손지상,그래비티북스,"12,600원(-10%)"
스파이의 유산(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/435/16343510.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343510, 존 르 카레,열린책들,"14,220원(-10%)"
걸리버 여행기 초판본 [양장],https://bookthumb-phinf.pstatic.net/cover/163/480/16348019.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348019, 조너선 스위프트,더스토리,"13,320원(-10%)"
부검 스페셜리스트 4,https://bookthumb-phinf.pstatic.net/cover/163/488/16348857.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348857, 가프,청어람,"7,200원(-10%)"
우모리 하늘신발,https://bookthumb-phinf.pstatic.net/cover/163/439/16343966.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343966, 송경아,알마,"10,800원(-10%)"
악의와 공포의 용은 익히 아는 자여라,https://bookthumb-phinf.pstatic.net/cover/163/439/16343971.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343971, 홍지운,알마,"10,800원(-10%)"
역주 동래박의 4,https://bookthumb-phinf.pstatic.net/cover/163/263/16326322.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326322, 여조겸 저,전통문화연구회,"30,600원(-10%)"
마녀 카페,https://bookthumb-phinf.pstatic.net/cover/163/434/16343458.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343458, 토미,클북,"13,500원(-10%)"
폭풍우(열린책들 세계문학 250),https://bookthumb-phinf.pstatic.net/cover/163/439/16343973.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343973, 윌리엄 셰익스피어,열린책들,"7,920원(-10%)"
선샤인의 완벽한 죽음(안전가옥 오리지널 4),https://bookthumb-phinf.pstatic.net/cover/163/445/16344580.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344580, 범유진,안전가옥,"11,700원(-10%)"
별들의 노래,https://bookthumb-phinf.pstatic.net/cover/163/439/16343977.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343977, 김성일,알마,"10,800원(-10%)"
아들 도키오(블랙 앤 화이트 89),https://bookthumb-phinf.pstatic.net/cover/163/434/16343497.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343497, 히가시노 게이고,비채,"13,050원(-10%)"
사람의 아들,https://bookthumb-phinf.pstatic.net/cover/163/480/16348074.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348074, 이문열,알에이치코리아,"14,400원(-10%)"
마녀환상곡 상,https://bookthumb-phinf.pstatic.net/cover/163/490/16349026.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349026, 꼬리별,바른북스,"12,150원(-10%)"
"따뜻하게, 다시 세트(전2권)",https://bookthumb-phinf.pstatic.net/cover/163/132/16313203.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16313203, 채현진,플레이블(예원북스),"21,600원(-10%)"
적절한 균형(아시아 문학선 3),https://bookthumb-phinf.pstatic.net/cover/163/455/16345567.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345567, 로힌턴 미스트리,아시아,"25,200원(-10%)"
"따뜻하게, 다시 2",https://bookthumb-phinf.pstatic.net/cover/163/132/16313201.jpg?type=m1&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16313201, 채현진,플레이블(예원북스),"10,800원(-10%)"
우아한 야만의 바다 세트(전2권),https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Mon May 11 18:20:57 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324215, 틸다킴,퀸즈셀렉션,"20,700원(-10%)"
